what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374701027244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374701141426
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1374701145560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374701156462
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374701156623
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374701171669
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374701180939
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374701213904
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374701242112
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1374701248549
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1374701248775
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1374701249078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1374701249470
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1374701250111
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1374701250502
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1374701252862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1374701254546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1374701264261
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374701285599
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374701285771
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374701295770
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374701330310
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1374701332642
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1374701345093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1374701347090
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374701363540
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374701476572
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1374701480150
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374701486614
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374701486752
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374701503462
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1374701521753
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1374701521961
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1374701522036
opened,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1374701527225
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1374701527251
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.search.references.in.workspace",1374701527391
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374701533646
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374701533864
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374701579660
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374702897053
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374702898894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374702900914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1374702930483
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374702932671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1374702942450
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1374702954260
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1374702954323
started,bundle,org.eclipse.dltk.debug,0.9.0.v20070621,"org.eclipse.dltk.debug",1374702954367
started,bundle,org.eclipse.dltk.debug.ui,0.9.0.v20070621,"org.eclipse.dltk.debug.ui",1374702954374
started,bundle,org.eclipse.dltk.ruby.debug.ui,0.9.0.r09_v20070927,"org.eclipse.dltk.ruby.debug.ui",1374702954377
started,bundle,org.eclipse.dltk.tcl.debug.ui,0.9.0.v20070619,"org.eclipse.dltk.tcl.debug.ui",1374702954383
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374702954683
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374702956835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374702962905
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374703279847
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374703302942
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374703674200
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374703686866
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374703692811
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374703726393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374703726573
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374703729387
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374703816166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374703822086
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374703822269
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374703826356
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374704565335
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374704586427
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374704587740
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374704599177
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374704599415
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374704608994
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374706657103
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1374706669853
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1374706672095
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374706700876
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374706701090
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374706708184
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374706787201
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374706791167
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374706795543
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374706797986
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1374706802370
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374706802653
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1374706828850
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374706830561
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1374706832421
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1374706888752
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374706889764
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374706889913
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374706976404
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374706978837
